Hospital_Id,Hospital_name,State,Insurance
6364,University of Wisconsin Hospital,Massachusetts,yes
6365,University of Michigan Hospitals,Wyoming,yes
6366,Cleveland Clinic Fairview Hospital,Wyoming,no
6367,New York-Presbyterian Hospital,Ohio,yes
6368,University of Wisconsin Hospital,Alabama,no
6369,Mayo Clinic - Phoenix,Oregon,no
6370,Hospitals of the University of Pennsylvania,Georgia,yes
6371,University of Wisconsin Hospital,Massachusetts,yes
6372,Duke University Hospital,Kentucky,no
6373,Cleveland Clinic,Tennessee,yes
6374,Cleveland Clinic Fairview Hospital,Massachusetts,yes
6375,The Mount Sinai Hospital,Tennessee,yes
6376,New York-Presbyterian Hospital,Wisconsin,no
6377,Cleveland Clinic Fairview Hospital,Utah,yes
6378,Stanford Health Care-Stanford Hospital,MontanaNebraska,yes
6379,University of Wisconsin Hospital,Nevada,no
6380,University of Wisconsin Hospital,IllinoisIndiana,yes
6381,The Johns Hopkins Hospital,IllinoisIndiana,no
6382,Ronald Reagan UCLA Medical Center,Massachusetts,no
6383,Brigham And Women's Hospital,Minnesota,yes
6384,Cedars-Sinai Medical Center,Arkansas,no
6385,Cleveland Clinic Fairview Hospital,Delaware,yes
6386,Ronald Reagan UCLA Medical Center,West Virginia,yes
6387,Mayo Clinic,Mississippi,no
6388,The Johns Hopkins Hospital,Kansas,no
6389,The Johns Hopkins Hospital,Vermont,yes
6390,Cleveland Clinic,Iowa,yes
6391,University of Michigan Hospitals,Virginia,no
6392,University of Michigan Hospitals,Wyoming,no
6393,Mayo Clinic - Phoenix,Georgia,no
6394,The Johns Hopkins Hospital,Oregon,yes
6395,UCLA Medical Center,Arkansas,yes
6396,Mayo Clinic,Louisiana,yes
6397,New York-Presbyterian Hospital,Maryland,yes
6398,Stanford Health Care-Stanford Hospital,Arkansas,no
6399,University of Michigan Hospitals,Colorado,yes
6400,Hospitals of the University of Pennsylvania,Ohio,yes
6401,Ronald Reagan UCLA Medical Center,Arizona,yes
6402,The Mount Sinai Hospital,Washington,no
6403,New York-Presbyterian Hospital,Wyoming,yes
6404,Northwestern Memorial Hospital,Alaska,no
6405,The Mount Sinai Hospital,North Carolina,no
6406,Massachusetts General Hospital,New York,no
6407,Massachusetts General Hospital,Texas,yes
6408,Hospitals of the University of Pennsylvania,Iowa,no
6409,The Mount Sinai Hospital,Louisiana,no
6410,Cleveland Clinic,Idaho,yes
6411,NYU Langone Hospital,Washington,yes
6412,Mayo Clinic - Phoenix,Wyoming,yes
6413,New York-Presbyterian Hospital,Ohio,no
6414,University of Wisconsin Hospital,South Dakota,no
6415,Cedars-Sinai Medical Center,Arkansas,yes
6416,Hospitals of the University of Pennsylvania,North Carolina,yes
6417,Brigham And Women's Hospital,New Mexico,yes
6418,Duke University Hospital,Delaware,no
6419,The Mount Sinai Hospital,Tennessee,yes
6420,Cleveland Clinic Fairview Hospital,Arkansas,yes
6421,Massachusetts General Hospital,Louisiana,yes
6422,Hospitals of the University of Pennsylvania,South Dakota,yes
6423,Cleveland Clinic,North Dakota,no
6424,Mayo Clinic,Florida,no
6425,Mayo Clinic,Vermont,no
6426,Mayo Clinic,PennsylvaniaRhode Island,no
6427,UCLA Medical Center,Maine,no
6428,UCLA Medical Center,New York,no
6429,Mayo Clinic - Phoenix,Washington,no
6430,University of Michigan Hospitals,Ohio,yes
6431,Brigham And Women's Hospital,MontanaNebraska,no
6432,Hospitals of the University of Pennsylvania,North Carolina,no
6433,Mayo Clinic - Phoenix,New Jersey,no
6434,Mayo Clinic - Phoenix,Alaska,no
6435,Ronald Reagan UCLA Medical Center,Idaho,yes
6436,Cleveland Clinic Fairview Hospital,South Carolina,yes
6437,Northwestern Memorial Hospital,Minnesota,yes
6438,NYU Langone Hospital,Ohio,yes
6439,University of Michigan Hospitals,Michigan,no
6440,Mayo Clinic,New Mexico,no
6441,Northwestern Memorial Hospital,Texas,no
6442,Massachusetts General Hospital,Maryland,yes
6443,Hospitals of the University of Pennsylvania,Kansas,yes
6444,The Mount Sinai Hospital,Alabama,yes
6445,NYU Langone Hospital,Maryland,yes
6446,The Mount Sinai Hospital,Wyoming,no
6447,Cleveland Clinic Fairview Hospital,West Virginia,no
6448,Northwestern Memorial Hospital,New Jersey,no
6449,UCSF Medical Center,Ohio,no
6450,Duke University Hospital,Florida,no
6451,Hospitals of the University of Pennsylvania,Alaska,yes
6452,UCSF Medical Center,New Hampshire,no
6453,UCSF Medical Center,New Hampshire,yes
6454,The Johns Hopkins Hospital,North Carolina,yes
6455,Massachusetts General Hospital,South Carolina,no
6456,Cedars-Sinai Medical Center,Alaska,no
6457,Cedars-Sinai Medical Center,New Jersey,yes
6458,Ronald Reagan UCLA Medical Center,Utah,no
6459,The Mount Sinai Hospital,IllinoisIndiana,yes
6460,University of Michigan Hospitals,New Jersey,yes
6461,Massachusetts General Hospital,Missouri,yes
6462,Mayo Clinic - Phoenix,PennsylvaniaRhode Island,no
6463,Cleveland Clinic,Kansas,no
6464,Duke University Hospital,Michigan,no
6465,Cedars-Sinai Medical Center,Texas,no
6466,Hospitals of the University of Pennsylvania,Michigan,yes
6467,Massachusetts General Hospital,California,yes
6468,UCSF Medical Center,Tennessee,yes
6469,Brigham And Women's Hospital,Virginia,no
6470,Mayo Clinic,Ohio,no
6471,Cedars-Sinai Medical Center,South Dakota,yes
6472,Hospitals of the University of Pennsylvania,Mississippi,yes
6473,Cedars-Sinai Medical Center,Utah,yes
6474,Cleveland Clinic,Connecticut,yes
6475,New York-Presbyterian Hospital,Tennessee,yes
6476,Cleveland Clinic Fairview Hospital,Connecticut,yes
6477,Cleveland Clinic Fairview Hospital,Maryland,yes
6478,UCLA Medical Center,PennsylvaniaRhode Island,no
6479,The Johns Hopkins Hospital,Hawaii,yes
6480,Mayo Clinic - Phoenix,Kentucky,yes
6481,University of Michigan Hospitals,Kentucky,no
6482,University of Wisconsin Hospital,PennsylvaniaRhode Island,no
6483,Hospitals of the University of Pennsylvania,Delaware,yes
6484,University of Michigan Hospitals,Wisconsin,no
6485,Brigham And Women's Hospital,West Virginia,no
6486,UCLA Medical Center,South Dakota,no
6487,The Johns Hopkins Hospital,Missouri,no
6488,Ronald Reagan UCLA Medical Center,Colorado,yes
6489,Mayo Clinic - Phoenix,Iowa,yes
6490,Mayo Clinic,Georgia,yes
6491,The Johns Hopkins Hospital,Maine,no
6492,NYU Langone Hospital,South Carolina,yes
6493,UCLA Medical Center,West Virginia,no
6494,Cedars-Sinai Medical Center,California,yes
6495,Cedars-Sinai Medical Center,Colorado,no
6496,Northwestern Memorial Hospital,Michigan,no
6497,Cleveland Clinic,Kentucky,no
6498,Mayo Clinic,Maryland,yes
6499,NYU Langone Hospital,Vermont,yes
6500,New York-Presbyterian Hospital,Connecticut,yes
6501,Ronald Reagan UCLA Medical Center,Missouri,no
6502,Cleveland Clinic Fairview Hospital,Connecticut,no
6503,UCSF Medical Center,Iowa,yes
6504,Cleveland Clinic,Maine,no
6505,Stanford Health Care-Stanford Hospital,New Jersey,yes
6506,Massachusetts General Hospital,Oregon,yes
6507,Hospitals of the University of Pennsylvania,New Hampshire,no
6508,Brigham And Women's Hospital,Kentucky,no
6509,New York-Presbyterian Hospital,Hawaii,no
6510,Northwestern Memorial Hospital,South Carolina,no
6511,Cedars-Sinai Medical Center,Virginia,no
6512,Cedars-Sinai Medical Center,North Carolina,yes
6513,Northwestern Memorial Hospital,Kansas,no
6514,Duke University Hospital,Virginia,yes
6515,Mayo Clinic - Phoenix,Colorado,no
6516,Cleveland Clinic Fairview Hospital,Connecticut,no
6517,Cleveland Clinic,Colorado,no
6518,Northwestern Memorial Hospital,Kansas,yes
6519,Cedars-Sinai Medical Center,Missouri,no
6520,Duke University Hospital,South Dakota,no
6521,Ronald Reagan UCLA Medical Center,North Carolina,yes
6522,Duke University Hospital,Maryland,no
6523,UCSF Medical Center,Michigan,no
6524,Cleveland Clinic,PennsylvaniaRhode Island,no
6525,The Mount Sinai Hospital,Utah,yes
6526,Brigham And Women's Hospital,Maryland,no
6527,Massachusetts General Hospital,Iowa,yes
6528,Cedars-Sinai Medical Center,Wyoming,no
6529,Massachusetts General Hospital,Michigan,no
6530,Cleveland Clinic Fairview Hospital,Kentucky,yes
6531,University of Wisconsin Hospital,Ohio,no
6532,The Johns Hopkins Hospital,Maine,yes
6533,Mayo Clinic,Utah,no
6534,Mayo Clinic - Phoenix,PennsylvaniaRhode Island,no
6535,Massachusetts General Hospital,Hawaii,no
6536,Duke University Hospital,Maine,yes
6537,Mayo Clinic,Utah,yes
6538,The Johns Hopkins Hospital,Arizona,no
6539,Cedars-Sinai Medical Center,Maryland,yes
6540,UCSF Medical Center,Alaska,yes
6541,NYU Langone Hospital,Virginia,yes
6542,Mayo Clinic,North Dakota,yes
6543,Massachusetts General Hospital,South Dakota,no
6544,Cleveland Clinic,New Mexico,no
6545,UCLA Medical Center,Missouri,no
6546,University of Wisconsin Hospital,Wisconsin,yes
6547,Stanford Health Care-Stanford Hospital,Michigan,no
6548,NYU Langone Hospital,Massachusetts,yes
6549,University of Wisconsin Hospital,North Dakota,no
6550,Cleveland Clinic Fairview Hospital,Connecticut,no
6551,Mayo Clinic,Delaware,yes
6552,Stanford Health Care-Stanford Hospital,Minnesota,no
6553,UCLA Medical Center,North Carolina,no
6554,Cedars-Sinai Medical Center,New Hampshire,yes
6555,Cleveland Clinic Fairview Hospital,Texas,yes
6556,The Mount Sinai Hospital,South Dakota,yes
6557,UCSF Medical Center,Hawaii,yes
6558,Hospitals of the University of Pennsylvania,New Mexico,no
6559,University of Michigan Hospitals,Colorado,yes
6560,Mayo Clinic - Phoenix,Arkansas,yes
6561,University of Wisconsin Hospital,Colorado,no
6562,Stanford Health Care-Stanford Hospital,Alabama,yes
6563,Mayo Clinic - Phoenix,Delaware,no
6564,Cedars-Sinai Medical Center,New Mexico,no
6565,University of Michigan Hospitals,Maine,no
6566,University of Michigan Hospitals,Vermont,no
6567,Massachusetts General Hospital,Alaska,yes
6568,University of Wisconsin Hospital,North Carolina,yes
6569,Stanford Health Care-Stanford Hospital,Arkansas,no
6570,Cleveland Clinic,New York,yes
6571,Mayo Clinic,MontanaNebraska,no
6572,The Mount Sinai Hospital,MontanaNebraska,yes
6573,Brigham And Women's Hospital,Michigan,no
6574,Cleveland Clinic Fairview Hospital,Oregon,no
6575,Northwestern Memorial Hospital,Kansas,yes
6576,Mayo Clinic,Massachusetts,yes
6577,New York-Presbyterian Hospital,Vermont,yes
6578,UCLA Medical Center,Georgia,no
6579,Duke University Hospital,Arkansas,no
6580,New York-Presbyterian Hospital,Wisconsin,yes
6581,Massachusetts General Hospital,Florida,no
6582,UCLA Medical Center,Tennessee,no
6583,Hospitals of the University of Pennsylvania,Georgia,yes
6584,Brigham And Women's Hospital,California,no
6585,The Johns Hopkins Hospital,Virginia,yes
6586,Cedars-Sinai Medical Center,Mississippi,no
6587,Mayo Clinic,Virginia,no
6588,Northwestern Memorial Hospital,Hawaii,no
6589,University of Wisconsin Hospital,Minnesota,yes
6590,University of Wisconsin Hospital,Missouri,no
6591,UCSF Medical Center,MontanaNebraska,no
6592,Stanford Health Care-Stanford Hospital,Missouri,no
6593,Northwestern Memorial Hospital,New Mexico,yes
6594,Stanford Health Care-Stanford Hospital,Arkansas,yes
6595,Northwestern Memorial Hospital,New Jersey,no
6596,Duke University Hospital,Maryland,yes
6597,UCLA Medical Center,California,no
6598,UCSF Medical Center,Connecticut,yes
6599,Hospitals of the University of Pennsylvania,Oregon,yes
6600,Stanford Health Care-Stanford Hospital,Idaho,no
6601,The Johns Hopkins Hospital,Washington,yes
6602,UCLA Medical Center,Ohio,no
6603,Massachusetts General Hospital,New Jersey,no
6604,Cedars-Sinai Medical Center,Tennessee,no
6605,New York-Presbyterian Hospital,Wisconsin,yes
6606,Northwestern Memorial Hospital,Texas,no
6607,Massachusetts General Hospital,California,no
6608,UCSF Medical Center,Delaware,no
6609,Mayo Clinic,Tennessee,yes
6610,UCLA Medical Center,Kansas,no
6611,The Mount Sinai Hospital,New Mexico,yes
6612,Brigham And Women's Hospital,Oregon,no
6613,UCLA Medical Center,Colorado,no
6614,Cleveland Clinic Fairview Hospital,IllinoisIndiana,no
6615,Mayo Clinic,Tennessee,yes
6616,Northwestern Memorial Hospital,IllinoisIndiana,no
6617,Massachusetts General Hospital,Oklahoma,yes
6618,Brigham And Women's Hospital,Hawaii,yes
6619,New York-Presbyterian Hospital,Washington,no
6620,The Mount Sinai Hospital,Wyoming,no
6621,Northwestern Memorial Hospital,Texas,no
6622,The Mount Sinai Hospital,Georgia,no
6623,Cleveland Clinic Fairview Hospital,Louisiana,no
6624,University of Wisconsin Hospital,Nevada,no
6625,Northwestern Memorial Hospital,Nevada,yes
6626,UCSF Medical Center,Texas,no
6627,Stanford Health Care-Stanford Hospital,Oklahoma,no
6628,The Mount Sinai Hospital,Oklahoma,no
6629,Cleveland Clinic Fairview Hospital,Maine,no
6630,Brigham And Women's Hospital,Florida,yes
6631,Cedars-Sinai Medical Center,New York,no
6632,Hospitals of the University of Pennsylvania,New Jersey,yes
6633,Stanford Health Care-Stanford Hospital,New Hampshire,yes
6634,Brigham And Women's Hospital,Kentucky,no
6635,Brigham And Women's Hospital,California,yes
6636,Mayo Clinic - Phoenix,Connecticut,no
6637,The Johns Hopkins Hospital,Georgia,no
6638,UCSF Medical Center,Connecticut,yes
6639,University of Wisconsin Hospital,Wisconsin,no
6640,The Mount Sinai Hospital,New Hampshire,no
6641,Ronald Reagan UCLA Medical Center,North Dakota,yes
6642,NYU Langone Hospital,Iowa,yes
6643,Massachusetts General Hospital,Mississippi,yes
6644,NYU Langone Hospital,Louisiana,yes
6645,University of Michigan Hospitals,Alabama,yes
6646,The Mount Sinai Hospital,Oklahoma,yes
6647,UCSF Medical Center,Kentucky,yes
6648,University of Michigan Hospitals,New Hampshire,yes
6649,Hospitals of the University of Pennsylvania,Arkansas,no
6650,Duke University Hospital,New Hampshire,yes
6651,Duke University Hospital,Arizona,no
6652,New York-Presbyterian Hospital,South Carolina,no
6653,Mayo Clinic,Texas,yes
6654,Mayo Clinic,PennsylvaniaRhode Island,yes
6655,Brigham And Women's Hospital,Michigan,no
6656,The Johns Hopkins Hospital,Minnesota,no
6657,The Johns Hopkins Hospital,Louisiana,yes
6658,The Johns Hopkins Hospital,New Jersey,yes
6659,Northwestern Memorial Hospital,Kansas,no
6660,The Johns Hopkins Hospital,Washington,no
6661,University of Wisconsin Hospital,Missouri,no
6662,Cedars-Sinai Medical Center,Wyoming,yes
6663,The Johns Hopkins Hospital,Mississippi,no
6664,The Mount Sinai Hospital,Ohio,yes
6665,Mayo Clinic - Phoenix,Michigan,yes
6666,The Johns Hopkins Hospital,PennsylvaniaRhode Island,no
6667,UCSF Medical Center,Maryland,yes
6668,Mayo Clinic - Phoenix,Connecticut,yes
6669,Duke University Hospital,Hawaii,no
6670,Mayo Clinic,New Mexico,yes
6671,Cleveland Clinic,Wisconsin,no
6672,Stanford Health Care-Stanford Hospital,IllinoisIndiana,yes
6673,UCLA Medical Center,Virginia,no
6674,Cleveland Clinic Fairview Hospital,Wisconsin,no
6675,The Mount Sinai Hospital,New Mexico,yes
6676,UCLA Medical Center,West Virginia,yes
6677,University of Wisconsin Hospital,Alaska,yes
6678,NYU Langone Hospital,New York,yes
6679,UCLA Medical Center,Maryland,no
6680,Mayo Clinic - Phoenix,Arizona,yes
6681,Cedars-Sinai Medical Center,Arizona,yes
6682,Cedars-Sinai Medical Center,Wyoming,no
6683,Massachusetts General Hospital,Iowa,no
6684,Ronald Reagan UCLA Medical Center,Texas,no
6685,UCLA Medical Center,New York,no
6686,The Johns Hopkins Hospital,Massachusetts,no
6687,NYU Langone Hospital,Alaska,yes
6688,NYU Langone Hospital,PennsylvaniaRhode Island,no
6689,NYU Langone Hospital,Nevada,no
6690,Brigham And Women's Hospital,South Dakota,no
6691,NYU Langone Hospital,IllinoisIndiana,no
6692,University of Wisconsin Hospital,Vermont,no
6693,UCSF Medical Center,Kansas,yes
6694,University of Wisconsin Hospital,Utah,yes
6695,Mayo Clinic,Missouri,yes
6696,Brigham And Women's Hospital,Maryland,no
6697,Stanford Health Care-Stanford Hospital,California,yes
6698,Cleveland Clinic Fairview Hospital,Mississippi,no
6699,Cleveland Clinic,Mississippi,yes
6700,Northwestern Memorial Hospital,Wisconsin,no
6701,University of Wisconsin Hospital,Michigan,no
6702,Cleveland Clinic,Tennessee,no
6703,Cleveland Clinic Fairview Hospital,Delaware,yes
6704,University of Wisconsin Hospital,Minnesota,yes
6705,Stanford Health Care-Stanford Hospital,New Jersey,no
6706,UCSF Medical Center,North Carolina,no
6707,Mayo Clinic,Kansas,no
6708,Stanford Health Care-Stanford Hospital,Oklahoma,no
6709,UCLA Medical Center,Kentucky,no
6710,New York-Presbyterian Hospital,Delaware,no
6711,New York-Presbyterian Hospital,Georgia,no
6712,Northwestern Memorial Hospital,Connecticut,no
6713,NYU Langone Hospital,Virginia,yes
6714,UCLA Medical Center,North Dakota,yes
6715,Northwestern Memorial Hospital,Arizona,no
6716,Ronald Reagan UCLA Medical Center,North Dakota,no
6717,Mayo Clinic,Georgia,no
6718,Ronald Reagan UCLA Medical Center,Wyoming,no
6719,Mayo Clinic - Phoenix,Utah,yes
6720,Duke University Hospital,Tennessee,no
6721,Cleveland Clinic Fairview Hospital,Delaware,no
6722,Hospitals of the University of Pennsylvania,Arizona,yes
6723,Cedars-Sinai Medical Center,Louisiana,no
6724,Cedars-Sinai Medical Center,Oklahoma,yes
6725,Hospitals of the University of Pennsylvania,Wisconsin,yes
6726,Duke University Hospital,Louisiana,no
6727,University of Wisconsin Hospital,Vermont,no
6728,UCLA Medical Center,Colorado,yes
6729,The Mount Sinai Hospital,Tennessee,no
6730,UCLA Medical Center,Oklahoma,yes
6731,Cedars-Sinai Medical Center,Hawaii,no
6732,New York-Presbyterian Hospital,Mississippi,yes
6733,University of Wisconsin Hospital,Oregon,no
6734,Cleveland Clinic Fairview Hospital,California,no
6735,The Johns Hopkins Hospital,Delaware,yes
6736,Hospitals of the University of Pennsylvania,IllinoisIndiana,yes
6737,Mayo Clinic,PennsylvaniaRhode Island,no
6738,Stanford Health Care-Stanford Hospital,Oklahoma,yes
6739,Cleveland Clinic,Hawaii,yes
6740,Stanford Health Care-Stanford Hospital,Washington,no
6741,Stanford Health Care-Stanford Hospital,Nevada,no
6742,UCSF Medical Center,Ohio,yes
6743,NYU Langone Hospital,Arkansas,no
6744,University of Wisconsin Hospital,New York,yes
6745,The Johns Hopkins Hospital,Georgia,no
6746,Cleveland Clinic,New Hampshire,yes
6747,Mayo Clinic,New Jersey,yes
6748,UCLA Medical Center,Arizona,no
6749,UCLA Medical Center,Georgia,yes
6750,Stanford Health Care-Stanford Hospital,Florida,yes
6751,NYU Langone Hospital,New Mexico,yes
6752,The Johns Hopkins Hospital,Hawaii,no
6753,Massachusetts General Hospital,West Virginia,no
6754,Cedars-Sinai Medical Center,Virginia,yes
6755,The Johns Hopkins Hospital,Iowa,no
6756,UCSF Medical Center,Arkansas,no
6757,New York-Presbyterian Hospital,North Carolina,yes
6758,New York-Presbyterian Hospital,Vermont,yes
6759,Cedars-Sinai Medical Center,Arkansas,no
6760,Hospitals of the University of Pennsylvania,Virginia,yes
6761,Cleveland Clinic Fairview Hospital,New Jersey,no
6762,Cedars-Sinai Medical Center,Texas,yes
6763,Mayo Clinic,North Dakota,no
6764,Cleveland Clinic,New Jersey,no
6765,Cleveland Clinic,New Jersey,yes
6766,New York-Presbyterian Hospital,Arkansas,yes
6767,Northwestern Memorial Hospital,North Carolina,yes
6768,University of Wisconsin Hospital,PennsylvaniaRhode Island,yes
6769,Brigham And Women's Hospital,Vermont,yes
6770,The Johns Hopkins Hospital,New Jersey,no
6771,Mayo Clinic,Minnesota,yes
6772,Cleveland Clinic,IllinoisIndiana,yes
6773,UCSF Medical Center,Kentucky,no
6774,NYU Langone Hospital,Colorado,no
6775,Hospitals of the University of Pennsylvania,Alabama,no
6776,University of Michigan Hospitals,Colorado,no
6777,UCSF Medical Center,Massachusetts,no
6778,Cleveland Clinic Fairview Hospital,Nevada,no
6779,UCSF Medical Center,Mississippi,yes
6780,Ronald Reagan UCLA Medical Center,Washington,no
6781,UCSF Medical Center,Michigan,yes
6782,University of Michigan Hospitals,California,no
6783,University of Wisconsin Hospital,Louisiana,yes
6784,Brigham And Women's Hospital,South Dakota,no
6785,New York-Presbyterian Hospital,Kansas,no
6786,The Mount Sinai Hospital,Minnesota,yes
6787,Cleveland Clinic Fairview Hospital,South Dakota,no
6788,Brigham And Women's Hospital,Tennessee,no
6789,University of Michigan Hospitals,Wyoming,yes
6790,Stanford Health Care-Stanford Hospital,Michigan,no
6791,The Mount Sinai Hospital,Kentucky,yes
6792,New York-Presbyterian Hospital,Hawaii,yes
6793,Cleveland Clinic Fairview Hospital,Louisiana,no
6794,Hospitals of the University of Pennsylvania,Michigan,yes
6795,Ronald Reagan UCLA Medical Center,Washington,yes
6796,UCLA Medical Center,Florida,yes
6797,NYU Langone Hospital,North Dakota,no
6798,Ronald Reagan UCLA Medical Center,Delaware,no
6799,Hospitals of the University of Pennsylvania,Minnesota,yes
6800,The Johns Hopkins Hospital,Louisiana,yes
6801,The Mount Sinai Hospital,IllinoisIndiana,no
6802,Stanford Health Care-Stanford Hospital,New Hampshire,yes
6803,Mayo Clinic,South Carolina,yes
6804,University of Wisconsin Hospital,Maryland,yes
6805,Hospitals of the University of Pennsylvania,Iowa,yes
6806,Massachusetts General Hospital,MontanaNebraska,yes
6807,NYU Langone Hospital,Michigan,yes
6808,Stanford Health Care-Stanford Hospital,Washington,yes
6809,New York-Presbyterian Hospital,New Hampshire,no
6810,New York-Presbyterian Hospital,Arizona,yes
6811,Northwestern Memorial Hospital,Arkansas,yes
6812,Mayo Clinic - Phoenix,Missouri,no
6813,Mayo Clinic,Florida,no
6814,Cleveland Clinic,Michigan,yes
6815,The Mount Sinai Hospital,Arkansas,yes
6816,Cleveland Clinic Fairview Hospital,Massachusetts,yes
6817,The Mount Sinai Hospital,Florida,yes
6818,Mayo Clinic,Kentucky,yes
6819,New York-Presbyterian Hospital,North Dakota,yes
6820,Cleveland Clinic Fairview Hospital,South Carolina,yes
6821,New York-Presbyterian Hospital,New Mexico,no
6822,Northwestern Memorial Hospital,Maryland,yes
6823,University of Michigan Hospitals,Alabama,no
6824,Cleveland Clinic Fairview Hospital,Utah,no
6825,Duke University Hospital,Washington,yes
6826,Mayo Clinic,New York,no
6827,University of Wisconsin Hospital,Oregon,no
6828,The Johns Hopkins Hospital,Utah,yes
6829,Duke University Hospital,Michigan,yes
6830,Hospitals of the University of Pennsylvania,IllinoisIndiana,yes
6831,NYU Langone Hospital,South Carolina,yes
6832,Cedars-Sinai Medical Center,PennsylvaniaRhode Island,no
6833,Cleveland Clinic,Missouri,no
6834,Ronald Reagan UCLA Medical Center,Minnesota,yes
6835,NYU Langone Hospital,PennsylvaniaRhode Island,no
6836,Cleveland Clinic Fairview Hospital,Michigan,no
6837,Northwestern Memorial Hospital,Georgia,yes
6838,Cleveland Clinic,Arizona,no
6839,University of Wisconsin Hospital,Nevada,no
6840,University of Michigan Hospitals,New Mexico,no
6841,Ronald Reagan UCLA Medical Center,North Dakota,no
6842,University of Wisconsin Hospital,Kansas,yes
6843,Northwestern Memorial Hospital,Oklahoma,no
6844,UCSF Medical Center,Wisconsin,no
6845,UCSF Medical Center,Massachusetts,no
6846,Northwestern Memorial Hospital,Ohio,no
6847,Mayo Clinic,Iowa,yes
6848,The Johns Hopkins Hospital,Connecticut,no
6849,Cleveland Clinic,California,yes
6850,University of Wisconsin Hospital,Arkansas,no
6851,University of Michigan Hospitals,Wisconsin,no
6852,UCLA Medical Center,Maine,no
6853,Cleveland Clinic Fairview Hospital,Tennessee,yes
6854,Northwestern Memorial Hospital,New Mexico,no
6855,University of Wisconsin Hospital,Ohio,yes
6856,Northwestern Memorial Hospital,Minnesota,yes
6857,Stanford Health Care-Stanford Hospital,Minnesota,yes
6858,NYU Langone Hospital,New Jersey,yes
6859,Massachusetts General Hospital,Minnesota,yes
6860,Mayo Clinic - Phoenix,Minnesota,no
6861,Brigham And Women's Hospital,PennsylvaniaRhode Island,yes
6862,The Johns Hopkins Hospital,Tennessee,yes
6863,UCLA Medical Center,Mississippi,no
6864,Brigham And Women's Hospital,Oregon,no
6865,Cedars-Sinai Medical Center,MontanaNebraska,yes
6866,University of Michigan Hospitals,Minnesota,yes
6867,Cedars-Sinai Medical Center,Kansas,yes
6868,UCSF Medical Center,West Virginia,yes
6869,Ronald Reagan UCLA Medical Center,PennsylvaniaRhode Island,yes
6870,Stanford Health Care-Stanford Hospital,Ohio,yes
6871,University of Michigan Hospitals,Tennessee,no
6872,Cleveland Clinic,PennsylvaniaRhode Island,no
6873,Ronald Reagan UCLA Medical Center,New Jersey,no
6874,Cleveland Clinic,Michigan,no
6875,University of Wisconsin Hospital,Maine,no
6876,Mayo Clinic,New Hampshire,yes
6877,Mayo Clinic - Phoenix,PennsylvaniaRhode Island,yes
6878,Cleveland Clinic,Nevada,no
6879,The Johns Hopkins Hospital,Virginia,no
6880,Duke University Hospital,Oklahoma,no
6881,Ronald Reagan UCLA Medical Center,Alabama,no
6882,University of Michigan Hospitals,MontanaNebraska,no
6883,NYU Langone Hospital,South Carolina,no
6884,The Johns Hopkins Hospital,Nevada,yes
6885,The Mount Sinai Hospital,Wyoming,yes
6886,Ronald Reagan UCLA Medical Center,Washington,yes
6887,The Johns Hopkins Hospital,Connecticut,yes
6888,University of Wisconsin Hospital,Arkansas,no
6889,The Johns Hopkins Hospital,Alaska,no
6890,Cleveland Clinic,Texas,no
6891,Ronald Reagan UCLA Medical Center,Kentucky,yes
6892,University of Wisconsin Hospital,Idaho,yes
6893,Mayo Clinic,Arkansas,no
6894,Northwestern Memorial Hospital,Iowa,no
6895,Mayo Clinic,New York,yes
6896,Hospitals of the University of Pennsylvania,Kentucky,no
6897,Brigham And Women's Hospital,Ohio,no
6898,University of Wisconsin Hospital,Maine,no
6899,University of Michigan Hospitals,New Hampshire,no
6900,Northwestern Memorial Hospital,Tennessee,no
6901,Hospitals of the University of Pennsylvania,Kentucky,yes
6902,UCLA Medical Center,Utah,no
6903,UCLA Medical Center,Hawaii,no
6904,University of Wisconsin Hospital,North Carolina,no
6905,Hospitals of the University of Pennsylvania,Minnesota,yes
6906,NYU Langone Hospital,PennsylvaniaRhode Island,yes
6907,Mayo Clinic,Kentucky,yes
6908,Cleveland Clinic Fairview Hospital,Kansas,no
6909,UCLA Medical Center,South Carolina,no
6910,University of Wisconsin Hospital,Oregon,yes
6911,Hospitals of the University of Pennsylvania,Massachusetts,yes
6912,Stanford Health Care-Stanford Hospital,Utah,yes
6913,UCLA Medical Center,Connecticut,no
6914,Cleveland Clinic Fairview Hospital,Ohio,no
6915,University of Michigan Hospitals,Virginia,yes
6916,Massachusetts General Hospital,Arizona,no
6917,Mayo Clinic - Phoenix,Virginia,yes
6918,Cleveland Clinic Fairview Hospital,Idaho,no
6919,The Mount Sinai Hospital,Massachusetts,yes
6920,University of Wisconsin Hospital,Maine,no
6921,Mayo Clinic - Phoenix,Maryland,yes
6922,Cedars-Sinai Medical Center,Oregon,no
6923,Cedars-Sinai Medical Center,Minnesota,yes
6924,Ronald Reagan UCLA Medical Center,Minnesota,yes
6925,Cedars-Sinai Medical Center,Georgia,no
6926,University of Wisconsin Hospital,Oregon,no
6927,The Mount Sinai Hospital,Iowa,yes
6928,Duke University Hospital,Florida,yes
6929,Mayo Clinic,New York,yes
6930,New York-Presbyterian Hospital,South Carolina,yes
6931,Stanford Health Care-Stanford Hospital,New Hampshire,no
6932,Brigham And Women's Hospital,Iowa,no
